genres_id,app,category,rating,reviews,size,installs,type,price,content rating,genres,last updated,current ver,android ver,content_rating_label
1,logo maker - small business,art_and_design,4.0,450,14000000,100000,0,0.0,everyone,art  design,2018-04-20,4.0,4.1_and_up,1
1,boys photo editor - six pack  mens suit,art_and_design,4.1,654,12000000,100000,0,0.0,everyone,art  design,2018-03-20,1.1,4.0.3_and_up,1
1,superheroes wallpapers  4k backgrounds,art_and_design,4.7,7699,4200000,500000,0,0.0,everyone_10+,art  design,2018-07-12,2.2.6.2,4.0.3_and_up,2
4,mcqueen coloring pages,art_and_design,4.2,61,7000000,100000,0,0.0,everyone,art  designaction  adventure,2018-03-07,1.0.0,4.1_and_up,1
1,hd mickey minnie wallpapers,art_and_design,4.7,118,23000000,50000,0,0.0,everyone,art  design,2018-07-07,1.1.3,4.1_and_up,1
1,harley quinn wallpapers hd,art_and_design,4.8,192,6000000,10000,0,0.0,everyone,art  design,2018-04-25,1.5,3.0_and_up,1
3,colorfit - drawing  coloring,art_and_design,4.7,20260,25000000,500000,0,0.0,everyone,art  designcreativity,2017-10-11,1.0.8,4.0.3_and_up,1
1,animated photo editor,art_and_design,4.1,203,6100000,100000,0,0.0,everyone,art  design,2018-03-21,1.03,4.0.3_and_up,1
1,pencil sketch drawing,art_and_design,3.9,136,4600000,10000,0,0.0,everyone,art  design,2018-07-12,6.0,2.3_and_up,1
1,easy realistic drawing tutorial,art_and_design,4.1,223,4200000,100000,0,0.0,everyone,art  design,2017-08-22,1.0,2.3_and_up,1
1,pink silver bow keyboard theme,art_and_design,4.2,1120,9200000,100000,0,0.0,everyone,art  design,2018-07-12,6.7.12.2018,4.0.3_and_up,1
1,art drawing ideas,art_and_design,4.1,227,5200000,50000,0,0.0,everyone,art  design,2018-05-31,1.2,2.3_and_up,1
1,anime manga coloring book,art_and_design,4.5,5035,11000000,100000,0,0.0,everyone,art  design,2018-07-19,2.20,4.0_and_up,1
1,easy origami ideas,art_and_design,4.2,1015,11000000,100000,0,0.0,everyone,art  design,2018-01-06,1.1.0,4.1_and_up,1
1,i creative idea,art_and_design,4.7,353,4200000,10000,0,0.0,teen,art  design,2018-04-27,1.6,4.1_and_up,3
1,how to draw ladybug and cat noir,art_and_design,3.8,564,9200000,100000,0,0.0,everyone,art  design,2018-07-11,2.1,4.1_and_up,1
3,unicorn - color by number  pixel art coloring,art_and_design,4.7,8145,24000000,500000,0,0.0,everyone,art  designcreativity,2018-08-02,1.0.9,4.4_and_up,1
1,pip camera - pip collage maker,art_and_design,4.7,158,11000000,10000,0,0.0,everyone,art  design,2017-11-29,1.3,4.0.3_and_up,1
1,how to color disney princess - coloring pages,art_and_design,4.0,591,9400000,500000,0,0.0,everyone,art  design,2018-03-31,1,4.0_and_up,1
1,drawing clothes fashion ideas,art_and_design,4.2,117,15000000,10000,0,0.0,everyone,art  design,2018-07-20,2.0.1,4.0.3_and_up,1
1,sad poetry photo frames 2018,art_and_design,4.5,176,10000000,100000,0,0.0,everyone,art  design,2018-04-02,1.0,4.0.3_and_up,1
3,paint splash,art_and_design,3.8,2206,1200000,100000,0,0.0,everyone,art  designcreativity,2018-04-15,1.46,4.1_and_up,1
1,popsicle sticks and similar diy craft ideas,art_and_design,4.2,26,12000000,10000,0,0.0,everyone,art  design,2018-01-03,1.0.0,4.1_and_up,1
1,canva poster banner card maker  graphic design,art_and_design,4.7,174531,24000000,10000000,0,0.0,everyone,art  design,2018-07-31,1.6.1,4.1_and_up,1
1,install images with music to make video without net - 2018,art_and_design,4.6,1070,26000000,100000,0,0.0,everyone,art  design,2017-11-14,1.6,4.1_and_up,1
1,little teddy bear colouring book game,art_and_design,4.2,85,8000000,100000,0,0.0,everyone,art  design,2017-12-17,2.0.0,4.1_and_up,1
1,how to draw food,art_and_design,4.3,845,7900000,100000,0,0.0,everyone,art  design,2018-05-28,1.0,2.3_and_up,1
5,monster truck stunt 3d 2019,auto_and_vehicles,4.2,367,25000000,100000,0,0.0,everyone,auto  vehicles,2018-05-10,1.0,4.0.3_and_up,1
5,real tractor farming,auto_and_vehicles,4.0,1598,56000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-26,11.0,4.1_and_up,1
5,ultimate f1 racing championship,auto_and_vehicles,3.8,284,57000000,100000,0,0.0,everyone,auto  vehicles,2018-07-26,3.0,4.1_and_up,1
5,american muscle car race,auto_and_vehicles,3.9,129,35000000,100000,0,0.0,everyone,auto  vehicles,2018-07-26,3.0,4.1_and_up,1
5,offroad oil tanker driver transport truck 2019,auto_and_vehicles,4.3,542,33000000,100000,0,0.0,everyone,auto  vehicles,2018-07-31,4.0,4.1_and_up,1
5,tickets sda 2018 and exam from the state traffic safety inspectorate with dromru,auto_and_vehicles,4.9,10479,33000000,100000,0,0.0,everyone,auto  vehicles,2018-07-18,1.7.1,4.0_and_up,1
5,gas prices germany only,auto_and_vehicles,4.4,805,5600000,50000,0,0.0,everyone,auto  vehicles,2018-07-29,2.5.1,4.4_and_up,1
5,extreme rally championship,auto_and_vehicles,4.2,129,54000000,100000,0,0.0,everyone,auto  vehicles,2018-07-26,3.0,4.1_and_up,1
5,restart navigator,auto_and_vehicles,4.0,1403,201000,100000,0,0.0,everyone,auto  vehicles,2014-08-26,1.0.1,2.2_and_up,1
5,reg - check the regnumber find information about swedish vehicles,auto_and_vehicles,3.9,3971,3600000,100000,0,0.0,everyone,auto  vehicles,2018-07-30,2.493,4.4_and_up,1
5,citybus lviv,auto_and_vehicles,4.6,534,5700000,10000,0,0.0,everyone,auto  vehicles,2018-07-08,1.9.1,4.0.3_and_up,1
5,cdl practice test 2018 edition,auto_and_vehicles,4.9,7774,17000000,100000,0,0.0,everyone,auto  vehicles,2018-07-03,1.7,4.2_and_up,1
5,ezetc etc balance inquiry meter trial real-time traffic,auto_and_vehicles,4.3,38846,8600000,1000000,0,0.0,everyone,auto  vehicles,2018-07-28,2.20_build_02,4.1_and_up,1
5,free vin report for used cars,auto_and_vehicles,4.6,2431,2400000,100000,0,0.0,everyone,auto  vehicles,2018-06-12,1.37,4.0_and_up,1
5,dmv permit practice test 2018 edition,auto_and_vehicles,4.9,6090,27000000,100000,0,0.0,everyone,auto  vehicles,2018-07-03,1.7,4.2_and_up,1
5,check vehicle tax,auto_and_vehicles,3.9,295,2700000,10000,0,0.0,everyone,auto  vehicles,2018-07-30,0.2.1,4.4_and_up,1
5,used cars mexico,auto_and_vehicles,4.0,190,2500000,50000,0,0.0,everyone,auto  vehicles,2016-10-14,1.0,2.3_and_up,1
5,used cars for sale - trovit,auto_and_vehicles,4.2,52530,7000000,5000000,0,0.0,everyone,auto  vehicles,2018-07-16,4.47.3,4.0.3_and_up,1
5,fines of the state traffic safety inspectorate are official inspection payment of fines,auto_and_vehicles,4.8,116986,35000000,5000000,0,0.0,everyone,auto  vehicles,2018-08-02,1.9.7,4.0.3_and_up,1
5,sk enca direct malls - used cars search,auto_and_vehicles,3.6,1379,16000000,500000,0,0.0,everyone,auto  vehicles,2018-08-02,2.2.21,4.2_and_up,1
5,android auto - maps media messaging  voice,auto_and_vehicles,4.2,271920,16000000,10000000,0,0.0,teen,auto  vehicles,2018-07-11,varies_with_device,5.0_and_up,3
5,tickets sda 2019  exam rf,auto_and_vehicles,4.8,7021,17000000,500000,0,0.0,everyone,auto  vehicles,2018-07-27,1.79,4.0_and_up,1
5,super cars wallpapers and backgrounds,auto_and_vehicles,4.6,197,3400000,50000,0,0.0,everyone,auto  vehicles,2018-06-14,1.3,4.0_and_up,1
5,police lights sirens  follow me,auto_and_vehicles,4.5,737,8900000,100000,0,0.0,everyone,auto  vehicles,2018-06-08,2.3.5.1,4.1_and_up,1
5,police detector speed camera radar,auto_and_vehicles,4.3,3574,3900000,1000000,0,0.0,everyone_10+,auto  vehicles,2018-07-04,1.6,4.0_and_up,2
5,best car wallpapers,auto_and_vehicles,4.5,994,2900000,100000,0,0.0,everyone,auto  vehicles,2018-03-27,1.6,4.1_and_up,1
5,tickets  pda 2018 exam,auto_and_vehicles,4.9,197136,38000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-15,8.31,4.1_and_up,1
5,pick your part garage,auto_and_vehicles,3.9,142,32000000,50000,0,0.0,everyone,auto  vehicles,2018-07-24,1.1.5.0,6.0_and_up,1
5,pakwheels buy  sell cars,auto_and_vehicles,4.4,15168,37000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-27,10.0.2,4.2_and_up,1
5,supervision service,auto_and_vehicles,4.0,2155,15000000,500000,0,0.0,everyone,auto  vehicles,2018-07-30,1.10.3,5.0_and_up,1
5,speed camera detector - traffic  speed alert,auto_and_vehicles,4.3,138,5400000,100000,0,0.0,everyone,auto  vehicles,2018-07-23,1.0,4.0.3_and_up,1
5,used car search goo net whole car go to net,auto_and_vehicles,3.7,5414,18000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-23,3.20.1,4.4_and_up,1
5,best car sounds,auto_and_vehicles,4.3,348,38000000,100000,0,0.0,everyone,auto  vehicles,2018-07-29,1.0.3,2.3_and_up,1
5,rst - sale of cars on the pct,auto_and_vehicles,3.2,250,1100000,100000,0,0.0,everyone,auto  vehicles,2018-04-27,1.4,4.0.3_and_up,1
5,sms park,auto_and_vehicles,4.5,3617,7900000,100000,0,0.0,everyone,auto  vehicles,2018-05-16,2.8.2,4.1_and_up,1
5,skencar,auto_and_vehicles,3.7,4806,35000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-31,4.0.3,4.0.3_and_up,1
5,auto fines,auto_and_vehicles,4.6,31433,17000000,1000000,0,0.0,everyone,auto  vehicles,2018-08-02,1.40,4.0.3_and_up,1
5,used car is the first car - used car purchase used car quotation dealer information to,auto_and_vehicles,4.6,5097,19000000,1000000,0,0.0,everyone,auto  vehicles,2018-07-23,1.5.18,4.0.3_and_up,1
5,all of the parking lot - national park application parking lot search  parking sharing  discount payment,auto_and_vehicles,4.0,1754,14000000,500000,0,0.0,everyone,auto  vehicles,2018-06-02,2.3.4,4.0_and_up,1
5,inquiry fines and debits of vehicles,auto_and_vehicles,4.4,2680,2200000,500000,0,0.0,everyone,auto  vehicles,2018-03-20,1.03,4.0.3_and_up,1
5,gas station,auto_and_vehicles,4.0,1288,4500000,100000,0,0.0,everyone,auto  vehicles,2018-04-21,2.17,4.0_and_up,1
6,hush - beauty for everyone,beauty,4.7,18900,17000000,500000,0,0.0,everyone,beauty,2018-08-02,6.10.1,5.0_and_up,1
6,ipsy makeup beauty and tips,beauty,4.9,49790,14000000,1000000,0,0.0,everyone,beauty,2017-11-09,2.3.0,4.1_and_up,1
6,natural recipes for your beauty,beauty,4.7,1150,9800000,100000,0,0.0,everyone,beauty,2018-05-15,4.0,4.1_and_up,1
6,bestcam selfie-selfie beauty camera photo editor,beauty,3.9,1739,21000000,500000,0,0.0,everyone,beauty,2018-07-12,1.0.6,4.0.3_and_up,1
6,beauty selfie camera,beauty,4.2,2225,52000000,500000,0,0.0,everyone,beauty,2018-02-28,1.6,4.1_and_up,1
6,hairstyles step by step,beauty,4.6,4369,14000000,100000,0,0.0,everyone,beauty,2018-07-25,1.9,4.0.3_and_up,1
6,filters for selfie,beauty,4.3,8572,25000000,1000000,0,0.0,everyone,beauty,2018-05-10,1.1.0,4.0_and_up,1
6,tie - always be happy,beauty,4.7,964,9000000,50000,0,0.0,everyone,beauty,2018-06-21,4.0,4.2_and_up,1
6,prom makeup tutorial,beauty,4.8,104,12000000,10000,0,0.0,everyone,beauty,2018-06-26,1.3,4.0.3_and_up,1
6,sweet selfie beauty camera,beauty,4.3,601,35000000,100000,0,0.0,everyone,beauty,2018-06-02,2.0.0,4.0_and_up,1
6,colors of white in urdu,beauty,4.5,36,6700000,10000,0,0.0,everyone,beauty,2018-07-26,6.0,4.0_and_up,1
6,selfie camera photo editor  filter  sticker,beauty,4.1,187,30000000,50000,0,0.0,teen,beauty,2018-07-24,3.0.1,4.0.3_and_up,3
6,wrinkles and rejuvenation,beauty,4.2,182,5700000,100000,0,0.0,everyone_10+,beauty,2017-09-20,8.0,3.0_and_up,2
6,eyes makeup beauty tips,beauty,4.2,30,2900000,10000,0,0.0,everyone,beauty,2018-04-09,3.3.9,4.0.3_and_up,1
6,photo editor 2018,beauty,4.5,134,17000000,10000,0,0.0,everyone,beauty,2018-03-01,1.20,4.0.3_and_up,1
6,step by step eyes makeup tutorial,beauty,4.4,74,2900000,10000,0,0.0,everyone,beauty,2018-04-05,2.3.09,4.0.3_and_up,1
6,mirror camera mirror  selfie camera,beauty,4.1,9315,2600000,1000000,0,0.0,everyone,beauty,2017-11-21,1.4.2,4.0_and_up,1
6,beauty tips - beauty tips in sinhala,beauty,4.4,75,4200000,50000,0,0.0,everyone,beauty,2017-10-18,1.0.0,4.0.3_and_up,1
6,haircut tutorialshaircut videos,beauty,4.6,38,7100000,10000,0,0.0,everyone,beauty,2018-05-29,1.0,4.0_and_up,1
6,sephora skin care beauty makeup  fragrance shop,beauty,4.5,26834,57000000,1000000,0,0.0,everyone,beauty,2018-07-24,18.5,5.0_and_up,1
6,manicure - nail design,beauty,4.2,119,3700000,50000,0,0.0,everyone,beauty,2018-07-23,1.3,4.1_and_up,1
6,sticker camera - selfie filters beauty camera,beauty,3.9,2277,22000000,500000,0,0.0,everyone,beauty,2018-07-12,1.1.0,4.0.3_and_up,1
6,filters for b live,beauty,4.4,2280,24000000,500000,0,0.0,everyone,beauty,2018-05-14,1.1.0,4.0_and_up,1
6,skin care and natural beauty,beauty,4.2,654,7400000,100000,0,0.0,teen,beauty,2018-07-17,1.15,4.1_and_up,3
6,facial wrinkle reduction,beauty,4.6,184,21000000,10000,0,0.0,everyone,beauty,2018-07-02,1.5,4.1_and_up,1
6,makeup videos,beauty,3.8,9,3400000,5000,0,0.0,everyone,beauty,2018-06-07,1.0,4.0_and_up,1
6,secrets of beauty youth and health,beauty,4.2,77,2900000,10000,0,0.0,mature_17+,beauty,2017-08-08,2.0,2.3_and_up,4
6,recipes and tips for losing weight,beauty,4.2,35,3100000,10000,0,0.0,everyone_10+,beauty,2017-12-11,2.0,3.0_and_up,2
6,discover color,beauty,4.0,364,6400000,100000,0,0.0,everyone,beauty,2018-05-24,1.1,4.0.3_and_up,1
6,eyeliner step by step 2018,beauty,4.3,18,3200000,5000,0,0.0,everyone,beauty,2018-06-01,1.2.13,4.0.3_and_up,1
6,dresses ideas  fashions 3000,beauty,4.5,473,8199999,100000,0,0.0,mature_17+,beauty,2017-03-01,1.0.2.0,1.6_and_up,4
6,lady adviser beauty health,beauty,4.2,30,9900000,10000,0,0.0,mature_17+,beauty,2018-01-24,3.0,3.0_and_up,4
6,step by step hairstyles for women,beauty,4.1,66,2900000,10000,0,0.0,everyone,beauty,2018-04-05,3.1.89,4.0.3_and_up,1
6,rainbow camera,beauty,3.7,3871,23000000,1000000,0,0.0,everyone,beauty,2018-07-30,2.2.0,4.0_and_up,1
6,methods of teeth whitening,beauty,4.7,257,4600000,50000,0,0.0,everyone,beauty,2017-08-07,1.0,4.0.3_and_up,1
6,girls hairstyles 2018,beauty,4.2,62,3100000,10000,0,0.0,everyone,beauty,2018-05-28,1.9.2,4.0.3_and_up,1
7,e-book read - read book for free,books_and_reference,4.5,1857,4900000,50000,0,0.0,everyone,books  reference,2018-08-03,1.3.2,4.4_and_up,1
7,download free book with green book,books_and_reference,4.6,4478,9500000,100000,0,0.0,everyone_10+,books  reference,2017-07-31,1.1,4.0_and_up,2
7,free panda radio music,books_and_reference,4.5,418,4200000,100000,0,0.0,everyone,books  reference,2018-03-27,2.1,4.1_and_up,1
7,book store,books_and_reference,4.4,22486,5400000,1000000,0,0.0,teen,books  reference,2018-06-06,3.2.1,4.0_and_up,3
7,english grammar complete handbook,books_and_reference,4.6,1435,2800000,500000,0,0.0,everyone,books  reference,2018-01-21,1.0,4.0_and_up,1
7,free books - spirit fanfiction and stories,books_and_reference,4.8,116507,5000000,1000000,0,0.0,teen,books  reference,2018-08-01,2.0.075,4.0.3_and_up,3
7,alreader -any text book reader,books_and_reference,4.6,90468,5900000,5000000,0,0.0,everyone,books  reference,2018-05-27,1.911805270,2.3_and_up,1
7,offline english dictionary,books_and_reference,4.2,860,13000000,100000,0,0.0,everyone,books  reference,2018-07-17,1.0,4.0.3_and_up,1
7,oxford dictionary of english  free,books_and_reference,4.1,363934,7100000,10000000,0,0.0,everyone,books  reference,2018-07-11,9.1.363,4.1_and_up,1
7,offline english to tagalog dictionary,books_and_reference,4.7,967,6700000,500000,0,0.0,everyone,books  reference,2018-08-04,1.1.6,4.0.3_and_up,1
7,familysearch tree,books_and_reference,4.3,17506,17000000,1000000,0,0.0,everyone,books  reference,2018-07-20,2.3.18,4.1_and_up,1
7,cloud of books,books_and_reference,3.3,1862,19000000,1000000,0,0.0,everyone,books  reference,2018-04-27,2.2.5,4.1_and_up,1
7,recipes of prophetic medicine for free,books_and_reference,4.6,2084,6700000,500000,0,0.0,everyone,books  reference,2018-05-17,15.0,2.3_and_up,1
7,readera  free ebook reader,books_and_reference,4.8,47303,21000000,1000000,0,0.0,everyone,books  reference,2018-06-02,18.05.31+530,4.1_and_up,1
7,anonymous caller detection,books_and_reference,4.2,161,2700000,10000,0,0.0,everyone,books  reference,2018-07-13,1.0,2.3_and_up,1
7,ebook reader,books_and_reference,4.1,85842,37000000,5000000,0,0.0,everyone,books  reference,2018-06-25,5.0.6,4.0_and_up,1
7,litnet - e-books,books_and_reference,4.6,7831,15000000,100000,0,0.0,teen,books  reference,2018-07-04,1.2.3,4.0_and_up,3
7,read books online,books_and_reference,4.1,91615,23000000,5000000,0,0.0,mature_17+,books  reference,2018-06-29,3.12,4.1_and_up,4
7,english to urdu dictionary,books_and_reference,4.6,4620,19000000,500000,0,0.0,everyone,books  reference,2017-11-23,2.0,4.0.3_and_up,1
7,eboox book reader fb2 epub zip,books_and_reference,4.7,21336,23000000,1000000,0,0.0,everyone,books  reference,2018-06-20,1.28,3.0_and_up,1
7,english persian dictionary,books_and_reference,4.5,26875,73000000,500000,0,0.0,everyone,books  reference,2018-08-01,6.0.8,4.0.3_and_up,1
7,flybook,books_and_reference,3.9,1778,4900000,500000,0,0.0,mature_17+,books  reference,2014-10-16,1.0.3,2.1_and_up,4
7,all maths formulas,books_and_reference,4.4,2709,6800000,1000000,0,0.0,everyone,books  reference,2018-07-11,1.9,4.4_and_up,1
7,english translation from bengali,books_and_reference,4.5,527,2900000,100000,0,0.0,everyone,books  reference,2018-03-31,14.0,4.0_and_up,1
7,pdf book download - read pdf book,books_and_reference,4.4,1322,3500000,100000,0,0.0,everyone,books  reference,2018-05-28,6.0,4.0.3_and_up,1
7,free book reader,books_and_reference,3.4,1680,4000000,100000,0,0.0,everyone,books  reference,2016-08-20,3.05,4.0.3_and_up,1
7,eboox new reader for fb2 epub zip books,books_and_reference,4.9,2739,21000000,50000,0,0.0,everyone,books  reference,2018-07-17,2.0,3.0_and_up,1
7,only 30 days in english the guideline is guaranteed,books_and_reference,4.6,1065,2300000,500000,0,0.0,everyone,books  reference,2018-06-16,1.5,3.0_and_up,1
7,sh-02j owners manual android 80,books_and_reference,4.2,2,7200000,50000,0,0.0,everyone,books  reference,2018-06-15,3.0,6.0_and_up,1
7,english-myanmar dictionary,books_and_reference,4.4,8788,10000000,1000000,0,0.0,everyone,books  reference,2018-07-28,2.5.3,4.0_and_up,1
7,golden dictionary en-ar,books_and_reference,4.4,51269,6100000,1000000,0,0.0,everyone,books  reference,2018-07-19,7.0.4.6,4.2_and_up,1
7,all language translator free,books_and_reference,4.4,30105,2100000,1000000,0,0.0,everyone,books  reference,2018-07-29,1.15,4.0.3_and_up,1
7,azpen ereader,books_and_reference,3.5,156,42000000,500000,0,0.0,everyone,books  reference,2018-02-15,3.1.7.9,2.2_and_up,1
7,urbano v 02 instruction manual,books_and_reference,4.2,114,7300000,100000,0,0.0,everyone,books  reference,2015-08-07,1.1,5.1_and_up,1
7,english dictionary - offline,books_and_reference,4.4,341157,30000000,10000000,0,0.0,everyone_10+,books  reference,2018-03-20,3.9.1,4.2_and_up,2
8,adp mobile solutions,business,4.3,85185,29000000,5000000,0,0.0,everyone,business,2018-07-17,3.4.2,5.0_and_up,1
8,officesuite  free office  pdf editor,business,4.3,1002861,35000000,100000000,0,0.0,everyone,business,2018-08-02,9.7.14188,4.1_and_up,1
8,usps mobile,business,3.9,16589,9100000,1000000,0,0.0,everyone,business,2018-06-14,4.9.10,4.0.3_and_up,1
8,job search by ziprecruiter,business,4.8,148945,25000000,1000000,0,0.0,everyone,business,2018-07-19,5.2.8,5.0_and_up,1
8,curriculum vitae app cv builder free resume maker,business,4.5,4458,3900000,500000,0,0.0,everyone,business,2018-07-08,3.3,4.1_and_up,1
8,google primer,business,4.4,62272,18000000,10000000,0,0.0,everyone,business,2018-06-26,3.550.2,4.1_and_up,1
8,alba heaven - alvarez job portal services,business,4.0,8941,12000000,5000000,0,0.0,everyone,business,2018-07-31,4.6.30,4.0.3_and_up,1
8,superlivepro,business,4.3,46353,21000000,1000000,0,0.0,everyone,business,2016-04-13,2.8,1.5_and_up,1
8,polaris office for lg,business,4.2,30847,55000000,5000000,0,0.0,everyone,business,2018-02-08,7.3.21,4.1_and_up,1
8,call blocker,business,4.6,188841,3200000,5000000,0,0.0,everyone,business,2018-06-21,1.1.13,4.0_and_up,1
8,pluginaot v50,business,3.1,4034,23000,100000,0,0.0,everyone,business,2015-09-11,3.0.1.11_(build_311),2.2_and_up,1
8,kariyernet,business,3.9,45964,16000000,1000000,0,0.0,everyone,business,2018-07-18,5.1.5,4.1_and_up,1
8,become a job - find a job or advertise,business,4.1,6903,14000000,1000000,0,0.0,everyone,business,2018-07-10,2.3.6,4.1_and_up,1
8,zoom cloud meetings,business,4.4,31614,37000000,10000000,0,0.0,everyone,business,2018-07-20,4.1.28165.0716,4.0_and_up,1
8,indiamart search products buy sell  trade,business,4.5,207372,11000000,5000000,0,0.0,everyone,business,2018-08-02,12.2.4,4.0_and_up,1
8,viettelpost express delivery,business,4.4,1225,25000000,100000,0,0.0,everyone,business,2018-08-01,1.0.6.8,4.1_and_up,1
8,myasus - service center,business,4.4,380837,7300000,10000000,0,0.0,everyone,business,2018-07-04,3.4.5,4.2_and_up,1
8,job korea - career jobs,business,4.3,10600,6500000,1000000,0,0.0,everyone,business,2018-08-01,2.5.6,4.0_and_up,1
8,104 looking for a job - looking for a job looking for a job looking for a part-time job health checkup resume treatment room,business,4.4,74359,25000000,1000000,0,0.0,everyone,business,2018-07-27,1.12.5,4.0_and_up,1
8,myanmar 2d3d,business,4.6,822,3100000,100000,0,0.0,everyone,business,2018-06-08,1.5,4.0.3_and_up,1
8,sabn,business,4.4,2287,1500000,1000000,0,0.0,everyone,business,2018-03-26,4.9,2.2_and_up,1
8,ati cargoes and transportation,business,4.7,4162,7500000,100000,0,0.0,everyone,business,2018-07-24,0.9.4,4.0.3_and_up,1
8,secure folder,business,3.8,14760,8600000,50000000,0,0.0,everyone,business,2018-01-31,1.1.07.6,7.0_and_up,1
8,y mobile menu,business,4.2,9,1200000,100000,0,0.0,everyone,business,2018-04-09,1.0.5,6.0_and_up,1
8,tiny scanner - pdf scanner app,business,4.7,286897,39000000,10000000,0,0.0,everyone,business,2017-05-30,1.2.6,3.0_and_up,1
8,fast scanner  free pdf scan,business,4.5,103755,14000000,10000000,0,0.0,everyone,business,2018-07-11,3.9.2,4.1_and_up,1
8,mobile doc scanner mdscan lite,business,4.2,46505,19000000,1000000,0,0.0,everyone,business,2018-08-02,3.4.49,4.1_and_up,1
8,turboscan scan documents and receipts in pdf,business,4.7,11442,6800000,100000,1,4.99,everyone,business,2018-03-25,1.5.2,4.0_and_up,1
8,tiny scanner pro pdf doc scan,business,4.8,10295,39000000,100000,1,4.99,everyone,business,2017-04-11,3.4.6,3.0_and_up,1
8,zenefits,business,4.2,296,14000000,50000,0,0.0,everyone,business,2018-06-15,3.2.1,4.1_and_up,1
8,google ads,business,4.3,29313,20000000,5000000,0,0.0,everyone,business,2018-07-30,1.12.0,4.0.3_and_up,1
8,freshbooks classic,business,4.1,1802,26000000,100000,0,0.0,everyone,business,2018-04-18,1.7.14,4.2_and_up,1
8,insightly crm,business,3.8,1383,51000000,100000,0,0.0,everyone,business,2018-07-12,3.24.1,5.0_and_up,1
8,quickbooks accounting invoicing  expenses,business,4.3,23175,41000000,1000000,0,0.0,everyone,business,2018-07-13,18.7,4.1_and_up,1
8,hipchat - chat built for teams,business,3.8,5868,20000000,500000,0,0.0,everyone,business,2018-07-03,3.19.005,4.1_and_up,1
8,mailchimp - email marketing automation,business,4.1,5448,12000000,500000,0,0.0,everyone,business,2018-07-25,4.9.1,5.0_and_up,1
8,crew - free messaging and scheduling,business,4.6,4159,48000000,500000,0,0.0,everyone,business,2018-07-20,6.1.2,4.0.3_and_up,1
